,Gender,Age,Country,Education,Major,Profession,Industry,Experience,Annual_Salary,target
17159,Female,25-29,USA,Doctoral degree,"Computer science (software engineering, etc.)",Research Assistant,I am a student,2-3,"10-20,000",15000
17160,Female,30-34,USA,Doctoral degree,Environmental science or geology,Data Analyst,Energy/Mining,4-5,"0-10,000",5000
17161,Female,25-29,USA,Master’s degree,Engineering (non-computer focused),Other,Computers/Technology,0-1,"100-125,000",112500
17164,Male,25-29,South America,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Retail/Sales,3-4,"10-20,000",15000
17165,Male,25-29,South America,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Academics/Education,2-3,"20-30,000",25000
17168,Female,25-29,USA,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Energy/Mining,1-2,"80-90,000",85000
17169,Male,25-29,USA,Master’s degree,Mathematics or statistics,Data Engineer,Medical/Pharmaceutical,0-1,"60-70,000",65000
17175,Male,35-39,South America,Doctoral degree,"Computer science (software engineering, etc.)",Software Engineer,Government/Public Service,3-4,"0-10,000",5000
17176,Female,22-24,USA,Bachelor’s degree,Mathematics or statistics,Student,I am a student,0-1,"0-10,000",5000
17177,Female,25-29,USA,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,15-20,"0-10,000",5000
17178,Male,22-24,Europe,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0-1,"30-40,000",35000
17179,Male,40-44,USA,Bachelor’s degree,Other,Other,Academics/Education,10-15,"20-30,000",25000
17183,Male,25-29,USA,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,4-5,"0-10,000",5000
17185,Male,30-34,USA,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Manufacturing/Fabrication,4-5,"100-125,000",112500
17186,Male,25-29,dna,Master’s degree,Engineering (non-computer focused),Data Scientist,Broadcasting/Communications,1-2,"20-30,000",25000
17190,Prefer not to say,80+,Russia,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Other,30 +,"300-400,000",350000
17192,Male,35-39,India,Master’s degree,"Computer science (software engineering, etc.)",Product/Project Manager,Online Service/Internet-based Services,4-5,"40-50,000",45000
17193,Male,35-39,USA,Bachelor’s degree,Engineering (non-computer focused),Data Analyst,Accounting/Finance,10-15,"100-125,000",112500
17194,Male,18-21,USA,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,5-10,"100-125,000",112500
17200,Male,25-29,Europe,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,I am a student,0-1,"0-10,000",5000
17201,Male,25-29,USA,Master’s degree,Engineering (non-computer focused),Product/Project Manager,Medical/Pharmaceutical,0-1,"100-125,000",112500
17202,Female,30-34,USA,Bachelor’s degree,Mathematics or statistics,Consultant,Computers/Technology,0-1,"20-30,000",25000
17204,Male,50-54,South America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Other,Other,25-30,"10-20,000",15000
17205,Female,25-29,North America,Bachelor’s degree,Mathematics or statistics,Statistician,Online Service/Internet-based Services,3-4,"70-80,000",75000
17207,Male,30-34,USA,Doctoral degree,Mathematics or statistics,Data Scientist,Insurance/Risk Assessment,1-2,"150-200,000",175000
17208,Male,40-44,USA,Doctoral degree,"Computer science (software engineering, etc.)",Software Engineer,Other,1-2,"150-200,000",175000
17209,Male,25-29,India,Doctoral degree,Mathematics or statistics,Data Scientist,Online Business/Internet-based Sales,0-1,"0-10,000",5000
17210,Male,25-29,USA,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,3-4,"0-10,000",5000
17212,Male,45-49,Europe,Doctoral degree,"Computer science (software engineering, etc.)",Data Scientist,Military/Security/Defense,4-5,"100-125,000",112500
17216,Female,35-39,USA,Master’s degree,"Information technology, networking, or system administration",Other,Academics/Education,5-10,"40-50,000",45000
17221,Male,22-24,Other,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0-1,"0-10,000",5000
17222,Male,45-49,USA,Master’s degree,Environmental science or geology,Data Scientist,Medical/Pharmaceutical,5-10,"90-100,000",95000
17223,Male,18-21,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0-1,"0-10,000",5000
17225,Male,18-21,China,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Research Assistant,Computers/Technology,2-3,"0-10,000",5000
17226,Male,25-29,China,Bachelor’s degree,Other,Data Analyst,Online Service/Internet-based Services,2-3,"0-10,000",5000
17229,Male,22-24,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Consultant,Computers/Technology,1-2,"0-10,000",5000
17230,Female,25-29,USA,Bachelor’s degree,Engineering (non-computer focused),Data Scientist,Other,3-4,"80-90,000",85000
17232,Male,25-29,China,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Online Service/Internet-based Services,4-5,"50-60,000",55000
17233,Male,45-49,USA,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,15-20,"100-125,000",112500
17234,Male,25-29,South America,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Manufacturing/Fabrication,3-4,"20-30,000",25000
17235,Male,35-39,USA,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Research Assistant,Academics/Education,1-2,"40-50,000",45000
17236,Male,25-29,Europe,Master’s degree,Physics or astronomy,Other,Military/Security/Defense,1-2,"20-30,000",25000
17242,Female,35-39,Asia,Doctoral degree,"Computer science (software engineering, etc.)",Other,Academics/Education,10-15,"10-20,000",15000
17245,Male,22-24,USA,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Accounting/Finance,0-1,"80-90,000",85000
17250,Male,25-29,Europe,Master’s degree,Mathematics or statistics,Data Analyst,Medical/Pharmaceutical,1-2,"0-10,000",5000
17255,Male,30-34,USA,Doctoral degree,"Computer science (software engineering, etc.)",Research Assistant,Academics/Education,3-4,"0-10,000",5000
17256,Male,22-24,Asia,Bachelor’s degree,Engineering (non-computer focused),Data Scientist,Shipping/Transportation,1-2,"0-10,000",5000
17257,Male,40-44,USA,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Analyst,Medical/Pharmaceutical,1-2,"70-80,000",75000
17260,Male,40-44,Russia,Doctoral degree,Mathematics or statistics,Software Engineer,Other,1-2,"20-30,000",25000
17261,Male,50-54,USA,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Manufacturing/Fabrication,0-1,"90-100,000",95000
17262,Male,40-44,North America,Doctoral degree,Engineering (non-computer focused),Research Scientist,Computers/Technology,5-10,"100-125,000",112500
17263,Male,25-29,India,Bachelor’s degree,Other,Software Engineer,Computers/Technology,2-3,"0-10,000",5000
17264,Male,25-29,South America,Master’s degree,"Information technology, networking, or system administration",Software Engineer,Accounting/Finance,0-1,"30-40,000",35000
17265,Male,30-34,South America,Doctoral degree,Physics or astronomy,Other,Computers/Technology,1-2,"10-20,000",15000
17268,Male,45-49,USA,Master’s degree,"Humanities (history, literature, philosophy, etc.)",Other,Government/Public Service,2-3,"90-100,000",95000
17273,Female,25-29,USA,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Medical/Pharmaceutical,2-3,"100-125,000",112500
17274,Male,18-21,North America,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,0-1,"20-30,000",25000
17275,Male,40-44,USA,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Data Scientist,Academics/Education,3-4,"100-125,000",112500
17276,Male,25-29,South America,Professional degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,3-4,"0-10,000",5000
17279,Male,30-34,Asia,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,5-10,"50-60,000",55000
17280,Male,35-39,USA,Master’s degree,Engineering (non-computer focused),Manager,Shipping/Transportation,15-20,"150-200,000",175000
17281,Male,18-21,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,15-20,"0-10,000",5000
17283,Male,30-34,USA,Master’s degree,Other,Student,I am a student,5-10,"10-20,000",15000
17286,Male,18-21,Asia,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,I am a student,0-1,"0-10,000",5000
17288,Female,25-29,Europe,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)",Business Analyst,Academics/Education,3-4,"0-10,000",5000
17289,Female,22-24,USA,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,,"30-40,000",35000
17290,Male,18-21,USA,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0-1,"0-10,000",5000
17291,Male,25-29,USA,Master’s degree,"Computer science (software engineering, etc.)",Research Assistant,Academics/Education,1-2,"20-30,000",25000
17292,Male,22-24,South America,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Other,3-4,"0-10,000",5000
17296,Male,30-34,China,Master’s degree,Mathematics or statistics,Software Engineer,Computers/Technology,5-10,"30-40,000",35000
17297,Female,30-34,Russia,Professional degree,"Computer science (software engineering, etc.)",Data Engineer,Accounting/Finance,4-5,"200-250,000",225000
17299,Female,25-29,USA,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,3-4,"0-10,000",5000
17300,Male,22-24,Asia,Bachelor’s degree,Other,Student,I am a student,10-15,"0-10,000",5000
17302,Prefer not to say,22-24,China,Doctoral degree,Mathematics or statistics,Data Analyst,Computers/Technology,3-4,"80-90,000",85000
17303,Male,35-39,USA,Doctoral degree,Physics or astronomy,Data Scientist,Computers/Technology,0-1,"125-150,000",137500
17304,Male,30-34,North America,Doctoral degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,1-2,"20-30,000",25000
17306,Male,22-24,USA,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Student,Academics/Education,2-3,"20-30,000",25000
17309,Male,35-39,Other,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Academics/Education,2-3,"20-30,000",25000
17311,Male,22-24,USA,Bachelor’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Student,I am a student,0-1,"30-40,000",35000
17314,Female,30-34,Other,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Other,10-15,"0-10,000",5000
17316,Male,55-59,South America,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Government/Public Service,3-4,"50-60,000",55000
17317,Male,22-24,South America,Master’s degree,Mathematics or statistics,Student,I am a student,5-10,"0-10,000",5000
17319,Male,50-54,USA,Master’s degree,Mathematics or statistics,Chief Officer,Military/Security/Defense,2-3,"150-200,000",175000
17321,Male,40-44,USA,Doctoral degree,Mathematics or statistics,Manager,Computers/Technology,5-10,"125-150,000",137500
17322,Male,18-21,South America,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,2-3,"0-10,000",5000
17323,Female,30-34,USA,Doctoral degree,"Computer science (software engineering, etc.)",Principal Investigator,Academics/Education,1-2,"90-100,000",95000
17324,Female,25-29,USA,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Shipping/Transportation,0-1,"80-90,000",85000
17325,Male,25-29,USA,Doctoral degree,Engineering (non-computer focused),Student,Academics/Education,3-4,"20-30,000",25000
17326,Male,25-29,China,Doctoral degree,"Computer science (software engineering, etc.)",Student,I am a student,3-4,"10-20,000",15000
17327,Male,45-49,USA,Master’s degree,Physics or astronomy,Consultant,Computers/Technology,10-15,"125-150,000",137500
17328,Female,35-39,USA,Bachelor’s degree,"Computer science (software engineering, etc.)",Other,Academics/Education,10-15,"70-80,000",75000
17329,Prefer not to say,30-34,USA,Doctoral degree,Physics or astronomy,Data Scientist,Accounting/Finance,2-3,"300-400,000",350000
17332,Male,22-24,South America,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Marketing/CRM,4-5,"30-40,000",35000
17333,Male,25-29,USA,Master’s degree,Physics or astronomy,Student,I am a student,1-2,"150-200,000",175000
17334,Male,25-29,South America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Scientist,Other,0-1,"0-10,000",5000
17336,Male,50-54,Europe,Master’s degree,Engineering (non-computer focused),Data Analyst,Medical/Pharmaceutical,10-15,"50-60,000",55000
17338,Male,30-34,USA,Master’s degree,"Humanities (history, literature, philosophy, etc.)",Business Analyst,Online Service/Internet-based Services,5-10,"60-70,000",65000
17339,Male,22-24,Europe,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,1-2,"10-20,000",15000
